sample	Pop	Count_LinesInFile	Count_HomDer_Calls	Count_Het_Calls	Count_HomAnc_Calls	Total_DerAlleles	Count_HomDerSyn_Calls	Count_HomDerNonSyn_Calls	Count_HomDerLOF_Calls	Count_HetSyn_Calls	Count_HetNonSyn_Calls	Count_HetLOF_Calls	Total_DerAlleles_SYN	Total_DerAlleles_NONSYN	Total_DerAlleles_LOF	Ct_Lines_HomDerNoGERPScore	Ct_Lines_HetNoGERPScore	GERPScore_AllDerAlleles	GERPScore_HomDerSites	av_GERP_Total_DerAlleles	av_GERP_Total_HomDer_Sites	Ct_NONSYNDeralleles_GERPmt4	Ct_SYNDeralleles_GERPlt2	Count_SYN_homder_calls_GERPlt2	Count_NON_homder_calls_GERPmt4	Count_SYN_het_calls_GERPlt2	Count_NON_het_calls_GERPmt4	count_LOF_site_called	count_syn_site_called	count_nonsyn_site_called	count_LOF_site_called	count_synlt2_site_called	count_nonsynmt4_site_called
CO25_14	CO	693279	8795	9642	674842	27232	5295	3482	18	5377	4230	35	15967	11194	71	0	0.0	-27095.032	-10621.589	-0.995116497723	-1.20795962698	2996	12169	4095	855	3979	1286	8612	262729	421938	8612	185273	219007
CO25_15	CO	693279	8822	9520	674937	27164	5321	3484	17	5306	4180	34	15948	11148	68	0	1.0	-27955.841	-10760.375	-1.02926405508	-1.21985885954	2928	12184	4118	864	3948	1200	8612	262729	421938	8612	185273	219007
CO25_2	CO	693279	8891	9361	675027	27143	5344	3527	20	5248	4082	31	15936	11136	71	0	0.0	-27261.367	-11010.388	-1.00450889863	-1.23865316684	2968	12154	4151	865	3852	1238	8612	262729	421938	8612	185273	219007
CO25_3	CO	693279	9069	8788	675422	26926	5444	3608	17	4822	3933	33	15710	11149	67	0	0.0	-27075.688	-11167.316	-1.00570863977	-1.23164398368	2925	11982	4207	868	3568	1189	8612	262729	421938	8612	185273	219007
CO27_10	CO	693279	9038	8800	675441	26876	5473	3542	23	4827	3942	31	15773	11026	77	0	0.0	-26758.832	-10987.643	-0.99571451961	-1.2158507248	2950	12052	4214	882	3624	1186	8612	262729	421938	8612	185273	219007
CO27_12	CO	693279	9102	8780	675397	26984	5526	3559	17	4770	3974	36	15822	11092	70	0	1.0	-27662.208	-11419.959	-1.02524769282	-1.25480265905	2954	12129	4300	892	3529	1170	8612	262729	421938	8612	185273	219007
CO27_14	CO	693279	8921	9147	675211	26989	5395	3507	19	5044	4073	30	15834	11087	68	0	0.0	-26910.953	-11214.761	-0.997182087672	-1.25726020179	2969	12123	4207	861	3709	1247	8612	262729	421938	8612	185273	219007
CO27_15	CO	693279	9522	8009	675748	27053	5773	3731	18	4332	3650	27	15878	11112	63	0	0.0	-27603.325	-11967.305	-1.0204933639	-1.25706985294	2964	12149	4484	912	3181	1140	8612	262729	421938	8612	185273	219007
CO27_16	CO	693279	9266	8546	675467	27078	5602	3647	17	4645	3870	31	15849	11164	65	0	1.0	-26562.859	-11150.662	-0.981084358264	-1.20352531031	3072	12105	4313	930	3479	1212	8612	262729	421938	8612	185273	219007
CO27_23	CO	693279	9238	8577	675464	27053	5569	3645	24	4691	3862	24	15829	11152	72	0	0.0	-26932.765	-11342.03	-0.995629181916	-1.22789109018	2978	12087	4307	903	3473	1172	8612	262729	421938	8612	185273	219007
CO27_28	CO	693279	9291	8514	675474	27096	5620	3647	24	4638	3849	27	15878	11143	75	0	1.0	-26296.15	-10817.621	-0.970588343853	-1.16443713671	3028	12070	4321	917	3428	1194	8612	262729	421938	8612	185273	219007
CO27_29	CO	693279	9236	8535	675508	27007	5579	3637	20	4652	3851	32	15810	11125	72	0	1.0	-26177.073	-10838.843	-0.969377610724	-1.17367005956	3001	12033	4301	909	3431	1183	8612	262729	421938	8612	185273	219007
CO27_34	CO	693279	9139	8815	675325	27093	5505	3616	18	4820	3954	41	15830	11186	77	0	0.0	-27529.378	-11404.69	-1.01625670937	-1.24818758892	2990	12068	4254	889	3560	1212	8612	262729	421938	8612	185273	219007
CO27_35	CO	693279	9189	8581	675509	26959	5556	3617	16	4692	3849	40	15804	11083	72	0	0.0	-27361.329	-11513.447	-1.01507434613	-1.25323250245	2980	12072	4311	903	3450	1174	8612	262729	421938	8612	185273	219007
CO27_37	CO	693279	8806	9469	675004	27081	5338	3452	16	5196	4233	40	15872	11137	72	0	0.0	-27075.299	-11170.785	-0.999863325824	-1.26868654174	2959	12132	4133	830	3866	1299	8612	262729	421938	8612	185273	219007
CO27_40	CO	693279	9091	8864	675324	27046	5506	3567	18	4827	3999	38	15839	11133	74	0	1.0	-27729.066	-11478.2	-1.02536944866	-1.26272827283	2985	12128	4277	887	3574	1211	8612	262729	421938	8612	185273	219007
CO27_42	CO	693279	9164	8700	675415	27028	5515	3631	18	4788	3881	31	15818	11143	67	0	1.0	-26978.438	-11197.041	-0.998277076781	-1.22198417549	2981	12108	4296	894	3516	1193	8612	262729	421938	8612	185273	219007
CO27_44	CO	693279	9271	8384	675624	26926	5563	3689	19	4606	3749	29	15732	11127	67	0	0.0	-26317.83	-10823.825	-0.977485886198	-1.16761866235	3016	12015	4286	922	3443	1172	8612	262729	421938	8612	185273	219007
CO27_46	CO	693279	9169	8662	675448	27000	5519	3632	18	4752	3884	26	15790	11148	62	0	0.0	-27183.292	-11251.483	-1.00686317505	-1.22725599913	2957	12085	4263	872	3559	1213	8612	262729	421938	8612	185273	219007
CO27_48	CO	693279	9158	8641	675480	26957	5561	3577	20	4695	3917	29	15817	11071	69	0	0.0	-27275.005	-11314.281	-1.01187182341	-1.2355881839	2998	12065	4282	891	3501	1216	8612	262729	421938	8612	185273	219007
CO27_49	CO	693279	8918	9218	675143	27054	5390	3507	21	5020	4168	30	15800	11182	72	0	1.0	-26837.502	-10960.453	-0.992107574581	-1.2291637322	2991	12065	4152	848	3761	1295	8612	262729	421938	8612	185273	219007
CO27_50	CO	693279	9040	8895	675344	26975	5439	3581	20	4857	4006	32	15735	11168	72	0	0.0	-26113.725	-10608.71	-0.968143143143	-1.17365969687	3031	12008	4178	888	3652	1255	8612	262729	421938	8612	185273	219007
CO27_52	CO	693279	9129	8790	675360	27048	5486	3626	17	4815	3945	30	15787	11197	64	0	0.0	-26911.22	-11120.748	-0.99509022334	-1.21844505314	3028	12049	4243	907	3563	1214	8612	262729	421938	8612	185273	219007
CO27_53	CO	693279	9224	8492	675563	26940	5600	3608	16	4556	3907	29	15756	11123	61	0	1.0	-26880.89	-11340.649	-0.997916991499	-1.22960522607	3015	12037	4321	890	3395	1235	8612	262729	421938	8612	185273	219007
CO27_54	CO	693279	9143	8773	675363	27059	5513	3612	18	4814	3921	38	15840	11145	74	0	1.0	-27822.557	-11452.781	-1.02833223684	-1.25276536863	3014	12168	4290	894	3588	1226	8612	262729	421938	8612	185273	219007
CO27_56	CO	693279	9244	8691	675344	27179	5582	3641	21	4760	3903	28	15924	11185	70	0	1.0	-26569.158	-11147.042	-0.977669929349	-1.20599826896	3044	12142	4306	897	3530	1250	8612	262729	421938	8612	185273	219007
CO27_57	CO	693279	9102	8864	675313	27068	5507	3574	21	4816	4014	34	15830	11162	76	0	0.0	-26999.247	-10860.741	-0.99760741206	-1.19348802198	2941	12100	4251	877	3598	1187	8612	262729	421938	8612	185273	219007
CO27_7	CO	693279	9094	8740	675445	26928	5491	3585	18	4752	3959	29	15734	11129	65	0	0.0	-26973.429	-10917.584	-1.00176145733	-1.20065808864	2999	12086	4249	909	3588	1181	8612	262729	421938	8612	185273	219007
CO27_9	CO	693279	9065	8878	675336	27008	5488	3559	18	4845	4005	28	15821	11123	64	0	0.0	-27270.929	-11286.143	-1.00981000518	-1.24516140777	2990	12133	4255	884	3623	1222	8612	262729	421938	8612	185273	219007
CO4_13	CO	693279	9379	8332	675568	27090	5664	3699	16	4512	3788	32	15840	11186	64	0	1.0	-27258.055	-11652.131	-1.00631502197	-1.24249637449	2999	12129	4390	919	3349	1161	8612	262729	421938	8612	185273	219007
CO4_19	CO	693279	9856	7291	676132	27003	5899	3938	19	4039	3228	24	15837	11104	62	0	0.0	-26785.456	-11273.838	-0.992017184549	-1.14397138508	2955	12056	4536	979	2984	997	8612	262729	421938	8612	185273	219007
CO4_28	CO	693279	9494	8056	675729	27044	5685	3786	23	4377	3647	32	15747	11219	78	0	0.0	-26524.948	-11361.588	-0.980879668664	-1.19683851259	2961	11996	4394	924	3208	1113	8612	262729	421938	8612	185273	219007
CO4_29	CO	693279	9718	7649	675912	27085	5769	3928	21	4246	3379	24	15784	11235	66	0	0.0	-26370.962	-11145.25	-0.973709042573	-1.14698466605	3002	12024	4447	980	3130	1042	8612	262729	421938	8612	185273	219007
CO4_30	CO	693279	9489	7910	675880	26888	5661	3806	22	4361	3521	28	15683	11133	72	0	0.0	-26973.775	-11252.126	-1.00326471026	-1.18593233558	2952	11965	4360	946	3245	1060	8612	262729	421938	8612	185273	219007
CO4_33	CO	693279	9387	8256	675636	27030	5624	3743	20	4495	3737	24	15743	11223	64	0	1.0	-26041.385	-11293.598	-0.963532208532	-1.20323865331	3091	12007	4344	954	3319	1183	8612	262729	421938	8612	185273	219007
CO4_37	CO	693279	9081	8919	675279	27081	5463	3599	19	4893	3999	27	15819	11197	65	0	0.0	-26848.322	-11174.434	-0.991481295469	-1.23066453744	2973	12070	4235	887	3600	1199	8612	262729	421938	8612	185273	219007
CO4_38	CO	693279	9403	8315	675561	27121	5668	3715	20	4534	3756	25	15870	11186	65	0	0.0	-27781.026	-11559.373	-1.0244874433	-1.2295897245	2938	12126	4372	916	3382	1106	8612	262729	421938	8612	185273	219007
CO4_39	CO	693279	9407	8358	675514	27172	5658	3727	22	4564	3758	36	15880	11212	80	0	1.0	-27304.279	-11449.077	-1.00497916743	-1.21720997236	2927	12104	4354	932	3396	1063	8612	262729	421938	8612	185273	219007
CO4_3	CO	693279	9985	7102	676192	27072	5989	3974	22	3872	3212	18	15850	11160	62	0	0.0	-26158.124	-11313.43	-0.966314148504	-1.13315604968	3013	12035	4602	1023	2831	967	8612	262729	421938	8612	185273	219007
CO4_42	CO	693279	8917	9243	675119	27077	5411	3486	20	5051	4157	35	15873	11129	75	0	1.0	-26036.346	-10967.118	-0.961673413607	-1.23004912517	3071	12093	4179	880	3735	1311	8612	262729	421938	8612	185273	219007
CO4_43	CO	693279	9002	9141	675136	27145	5394	3588	20	5046	4066	29	15834	11242	69	0	1.0	-27217.143	-11176.422	-1.00276851374	-1.24168670148	3030	12089	4166	890	3757	1250	8612	262729	421938	8612	185273	219007
CO4_44	CO	693279	8958	9148	675173	27064	5428	3513	17	4973	4142	33	15829	11168	67	0	1.0	-27031.429	-11256.261	-0.998907246591	-1.25669989952	3022	12083	4189	863	3705	1296	8612	262729	421938	8612	185273	219007
CO4_48	CO	693279	9064	8944	675271	27072	5473	3571	20	4974	3944	26	15920	11086	66	0	0.0	-27858.83	-11292.7	-1.0291403768	-1.24602228843	2928	12166	4256	864	3654	1200	8612	262729	421938	8612	185273	219007
CO4_4	CO	693279	9005	9012	675262	27022	5456	3529	20	4991	3992	29	15903	11050	69	0	1.0	-27011.352	-10998.229	-0.999790946441	-1.22161823836	2963	12111	4211	876	3689	1211	8612	262729	421938	8612	185273	219007
CO4_50	CO	693279	9117	8674	675488	26908	5512	3589	16	4813	3832	29	15837	11010	61	0	0.0	-27521.085	-11226.661	-1.02286051438	-1.23153367705	2916	12083	4262	872	3559	1172	8612	262729	421938	8612	185273	219007
CO4_51	CO	693279	9168	8836	675275	27172	5563	3580	25	4844	3963	29	15970	11123	79	0	1.0	-27089.8	-10941.267	-0.997084912952	-1.19354936184	3013	12184	4284	879	3616	1255	8612	262729	421938	8612	185273	219007
CO4_55	CO	693279	9232	8744	675303	27208	5588	3626	18	4787	3926	31	15963	11178	67	0	2.0	-27165.201	-11532.922	-0.998573775915	-1.24936864912	3043	12181	4311	892	3559	1259	8612	262729	421938	8612	185273	219007
CO4_56	CO	693279	9135	8976	675168	27246	5527	3592	16	4850	4089	37	15904	11273	69	0	0.0	-26894.555	-11150.454	-0.987173506093	-1.22076352091	3042	12128	4250	891	3628	1260	8612	262729	421938	8612	185273	219007
CO4_60	CO	693279	9377	8281	675621	27035	5622	3736	19	4537	3717	27	15781	11189	65	0	1.0	-26320.324	-11068.248	-0.973672832199	-1.18048720137	3039	12046	4331	949	3384	1141	8612	262729	421938	8612	185273	219007
CO4_62	CO	693279	9141	8859	675279	27141	5521	3597	23	4930	3904	25	15972	11098	71	0	1.0	-27327.419	-11237.959	-1.00697984376	-1.22953599562	2958	12198	4281	883	3636	1192	8612	262729	421938	8612	185273	219007
CO4_63	CO	693279	9348	8365	675566	27061	5625	3706	17	4579	3758	28	15829	11170	62	0	1.0	-26705.844	-11341.843	-0.986985143026	-1.21342066973	2994	12042	4333	911	3376	1172	8612	262729	421938	8612	185273	219007
CO4_65	CO	693279	9412	8124	675743	26948	5643	3752	17	4507	3598	19	15793	11102	53	0	0.0	-26894.508	-11245.627	-0.998089067023	-1.19494495803	2985	12043	4353	954	3337	1077	8612	262729	421938	8612	185273	219007
CO4_67	CO	693279	9171	8630	675478	26972	5506	3648	17	4778	3831	21	15790	11127	55	0	0.0	-27673.745	-10947.322	-1.02609362254	-1.19381919302	2963	12098	4258	923	3582	1117	8612	262729	421938	8612	185273	219007
CO4_69	CO	693279	9174	8723	675382	27071	5571	3584	19	4753	3935	35	15895	11103	73	0	1.0	-26773.075	-11263.776	-0.989104292892	-1.22792717759	2964	12087	4286	870	3515	1224	8612	262729	421938	8612	185273	219007
CO4_6	CO	693279	9211	8607	675461	27029	5594	3600	17	4691	3886	30	15879	11086	64	0	2.0	-26635.485	-11088.017	-0.985586864015	-1.20391064061	3009	12082	4328	901	3426	1207	8612	262729	421938	8612	185273	219007
CO4_70	CO	693279	9065	8893	675321	27023	5470	3578	17	4874	3985	34	15814	11141	68	0	0.0	-26234.047	-10797.937	-0.970876244403	-1.19129931598	2960	12004	4230	896	3544	1168	8612	262729	421938	8612	185273	219007
CO4_71	CO	693279	9175	8841	675263	27191	5540	3617	18	4820	3990	31	15900	11224	67	0	1.0	-26246.843	-11206.169	-0.965383367662	-1.22151395247	3000	12071	4273	887	3525	1226	8612	262729	421938	8612	185273	219007
CO4_72	CO	693279	9363	8282	675634	27008	5617	3726	20	4498	3754	30	15732	11206	70	0	0.0	-26707.122	-11183.76	-0.988932903799	-1.19459089938	2954	12017	4331	921	3355	1112	8612	262729	421938	8612	185273	219007
CO4_8	CO	693279	9115	8721	675443	26951	5509	3586	20	4848	3842	31	15866	11014	71	0	0.0	-26790.271	-11040.508	-0.994110022635	-1.2113789774	2972	12102	4257	890	3588	1192	8612	262729	421938	8612	185273	219007
CO4_9	CO	693279	9088	8757	675434	26933	5506	3564	18	4834	3890	33	15846	11018	69	0	1.0	-27614.319	-11141.894	-1.02541102859	-1.2261355783	2916	12103	4244	856	3615	1204	8612	262729	421938	8612	185273	219007
CO7_100	CO	693279	9362	8311	675606	27035	5671	3672	19	4454	3824	33	15796	11168	71	0	1.0	-27057.871	-11591.775	-1.0009570509	-1.23830520244	2958	12083	4398	907	3287	1144	8612	262729	421938	8612	185273	219007
CO7_103	CO	693279	9568	8112	675599	27248	5756	3792	20	4424	3663	25	15936	11247	65	0	1.0	-28072.585	-12079.136	-1.03037566526	-1.26258346399	3008	12226	4475	932	3276	1144	8612	262729	421938	8612	185273	219007
CO7_105	CO	693279	9496	8039	675744	27031	5731	3742	23	4379	3631	29	15841	11115	75	0	0.0	-27199.484	-11425.396	-1.00638191438	-1.20343332631	2926	12087	4419	924	3249	1078	8612	262729	421938	8612	185273	219007
CO7_108	CO	693279	9342	8307	675630	26991	5648	3673	21	4552	3728	27	15848	11074	69	0	0.0	-27696.054	-11572.607	-1.02619785839	-1.23890450701	2910	12117	4373	885	3371	1140	8612	262729	421938	8612	185273	219007
CO7_109	CO	693279	9455	8122	675702	27032	5653	3781	21	4512	3579	31	15818	11141	73	0	0.0	-27039.743	-11457.853	-1.00036045135	-1.21195821874	2965	12114	4397	941	3320	1083	8612	262729	421938	8612	185273	219007
CO7_10	CO	693279	9699	7706	675874	27104	5833	3847	19	4201	3478	27	15867	11172	65	0	1.0	-27802.287	-11877.054	-1.02587679421	-1.22469107032	2988	12147	4531	959	3085	1070	8612	262729	421938	8612	185273	219007
CO7_111	CO	693279	8748	9652	674879	27148	5290	3438	20	5344	4275	33	15924	11151	73	0	0.0	-27585.608	-11008.315	-1.01619420909	-1.25852463702	2945	12148	4090	828	3968	1289	8612	262729	421938	8612	185273	219007
CO7_112	CO	693279	8893	9290	675096	27076	5383	3490	20	5121	4139	30	15887	11119	70	0	0.0	-27380.752	-10969.285	-1.01133013223	-1.23361279802	2963	12144	4165	858	3814	1247	8612	262729	421938	8612	185273	219007
CO7_115	CO	693279	9332	8373	675574	27037	5618	3696	18	4580	3762	31	15816	11154	67	0	1.0	-27140.746	-11142.313	-1.00394858327	-1.19411777944	2974	12083	4341	920	3401	1134	8612	262729	421938	8612	185273	219007
CO7_118	CO	693279	9272	8452	675555	26996	5582	3671	19	4577	3846	29	15741	11188	67	0	1.0	-27177.692	-11538.801	-1.00684221835	-1.24461233955	3027	12029	4329	919	3371	1189	8612	262729	421938	8612	185273	219007
CO7_119	CO	693279	9539	8023	675717	27101	5740	3781	18	4413	3578	32	15893	11140	68	0	0.0	-27463.102	-11840.354	-1.01343599395	-1.24138750262	2955	12154	4455	915	3244	1125	8612	262729	421938	8612	185273	219007
CO7_120	CO	693279	9087	8894	675298	27068	5538	3526	23	4856	4018	20	15932	11070	66	0	1.0	-28389.878	-11491.934	-1.04895170885	-1.26479572969	2874	12208	4300	845	3608	1184	8612	262729	421938	8612	185273	219007
CO7_122	CO	693279	9242	8653	675384	27137	5618	3603	21	4771	3859	23	16007	11065	65	0	0.0	-27660.62	-11574.508	-1.01937055463	-1.25251682718	2907	12256	4361	873	3534	1161	8612	262729	421938	8612	185273	219007
CO7_123	CO	693279	9381	8233	675665	26995	5639	3724	18	4494	3709	30	15772	11157	66	0	0.0	-27561.925	-11395.576	-1.02107676064	-1.21488017058	2959	12046	4359	940	3328	1079	8612	262729	421938	8612	185273	219007
CO7_124	CO	693279	9571	7972	675736	27114	5741	3812	18	4374	3567	31	15856	11191	67	0	1.0	-27064.809	-11655.253	-0.998296226624	-1.21789477534	3015	12096	4453	949	3190	1117	8612	262729	421938	8612	185273	219007
CO7_125	CO	693279	9485	7915	675879	26885	5703	3764	18	4313	3571	31	15719	11099	67	0	1.0	-27373.67	-11660.847	-1.01828993378	-1.22952836356	2968	12003	4430	945	3143	1078	8612	262729	421938	8612	185273	219007
CO7_127	CO	693279	9249	8476	675554	26974	5592	3637	20	4592	3853	31	15776	11127	71	0	1.0	-26872.355	-11057.612	-0.996342553113	-1.19567603806	2964	12032	4311	893	3410	1178	8612	262729	421938	8612	185273	219007
CO7_128	CO	693279	9222	8578	675479	27022	5578	3624	20	4678	3878	22	15834	11126	62	0	0.0	-27475.948	-11365.414	-1.01694973721	-1.23269132321	2984	12138	4332	893	3474	1198	8612	262729	421938	8612	185273	219007
CO7_12	CO	693279	9261	8537	675481	27059	5592	3647	22	4685	3827	25	15869	11121	69	0	1.0	-27555.291	-11413.748	-1.01845398433	-1.23258617711	2970	12122	4327	892	3468	1186	8612	262729	421938	8612	185273	219007
CO7_131	CO	693279	9402	8240	675637	27044	5640	3742	20	4537	3681	22	15817	11165	62	0	1.0	-27074.495	-11382.695	-1.00131273346	-1.210925	2992	12037	4336	936	3365	1120	8612	262729	421938	8612	185273	219007
CO7_132	CO	693279	9321	8519	675439	27161	5583	3720	18	4659	3822	38	15825	11262	74	0	0.0	-27425.037	-11175.341	-1.00979553739	-1.19907092275	3021	12092	4302	924	3488	1173	8612	262729	421938	8612	185273	219007
CO7_134	CO	693279	9467	8146	675666	27080	5701	3743	23	4484	3636	26	15886	11122	72	0	0.0	-27816.56	-11714.461	-1.02727527882	-1.2375302134	2958	12144	4418	908	3308	1142	8612	262729	421938	8612	185273	219007
CO7_135	CO	693279	9300	8432	675547	27032	5586	3696	18	4609	3799	24	15781	11191	60	0	1.0	-27836.94	-11427.032	-1.02989159791	-1.22884525218	2958	12057	4303	907	3451	1144	8612	262729	421938	8612	185273	219007
CO7_136	CO	693279	9429	8245	675605	27103	5671	3739	19	4533	3682	30	15875	11160	68	0	1.0	-27686.294	-11709.27	-1.02163446494	-1.24196754349	2964	12128	4372	910	3384	1144	8612	262729	421938	8612	185273	219007
CO7_139	CO	693279	9486	8195	675598	27167	5689	3777	20	4497	3670	28	15875	11224	68	0	1.0	-27917.563	-11768.282	-1.0277412384	-1.24072556668	2974	12110	4391	924	3328	1126	8612	262729	421938	8612	185273	219007
CO7_143	CO	693279	9502	8261	675516	27265	5743	3738	21	4502	3731	28	15988	11207	70	0	0.0	-28155.231	-11723.921	-1.03272680923	-1.2339670561	3019	12215	4438	930	3339	1159	8612	262729	421938	8612	185273	219007
CO7_145	CO	693279	9505	8086	675688	27096	5727	3757	21	4450	3609	27	15904	11123	69	0	0.0	-28006.733	-11955.114	-1.03368764302	-1.25790340909	2964	12174	4446	919	3282	1126	8612	262729	421938	8612	185273	219007
CO7_146	CO	693279	9547	8037	675695	27131	5764	3762	21	4409	3602	26	15937	11126	68	0	0.0	-28224.785	-11899.773	-1.04039164731	-1.24657165305	2952	12187	4462	923	3263	1106	8612	262729	421938	8612	185273	219007
CO7_147	CO	693279	9888	7237	676154	27013	5937	3930	21	4001	3215	21	15875	11075	63	0	1.0	-27324.544	-11815.142	-1.01164546464	-1.1950179023	3000	12143	4587	998	2969	1004	8612	262729	421938	8612	185273	219007
CO7_148	CO	693279	9534	7785	675960	26853	5742	3771	21	4228	3527	30	15712	11069	72	0	1.0	-27384.082	-11670.918	-1.01989132216	-1.2242649743	2998	12038	4445	952	3148	1094	8612	262729	421938	8612	185273	219007
CO7_149	CO	693279	9178	8579	675522	26935	5555	3606	17	4692	3847	40	15802	11059	74	0	1.0	-27743.788	-11521.206	-1.03014213575	-1.25544360902	2928	12111	4307	860	3497	1208	8612	262729	421938	8612	185273	219007
CO7_14	CO	693279	9339	8314	675626	26992	5631	3690	18	4527	3753	34	15789	11133	70	0	0.0	-27586.671	-11372.754	-1.02210711375	-1.21790040694	2961	12070	4354	920	3362	1121	8612	262729	421938	8612	185273	219007
CO7_24	CO	693279	9484	7980	675815	26948	5673	3792	19	4454	3500	26	15800	11084	64	0	0.0	-27950.193	-11762.607	-1.03734386134	-1.24051961611	2957	12100	4401	945	3298	1067	8612	262729	421938	8612	185273	219007
CO7_34	CO	693279	9435	8124	675720	26994	5709	3705	21	4469	3621	34	15887	11031	76	0	1.0	-28269.585	-11862.227	-1.04737079026	-1.25739103244	2963	12194	4434	935	3326	1093	8612	262729	421938	8612	185273	219007
CO7_37	CO	693279	9496	7894	675889	26886	5733	3743	20	4276	3581	37	15742	11067	77	0	0.0	-27775.78	-11932.433	-1.03324827022	-1.25683937224	2978	12054	4444	922	3166	1134	8612	262729	421938	8612	185273	219007
CO7_38	CO	693279	9082	8880	675317	27044	5516	3545	21	4841	4012	27	15873	11102	69	0	1.0	-27115.964	-11068.422	-1.00277223475	-1.21885497192	2962	12101	4258	870	3585	1222	8612	262729	421938	8612	185273	219007
CO7_41	CO	693279	9426	8194	675659	27046	5690	3718	18	4480	3677	37	15860	11113	73	0	1.0	-27382.618	-11625.399	-1.01255844396	-1.23346408488	2988	12148	4416	930	3316	1128	8612	262729	421938	8612	185273	219007
CO7_42	CO	693279	9363	8199	675717	26925	5640	3705	18	4507	3660	32	15787	11070	68	0	2.0	-27570.544	-11669.911	-1.02412778129	-1.24651901303	2966	12073	4370	924	3333	1118	8612	262729	421938	8612	185273	219007
CO7_53	CO	693279	9361	8309	675609	27031	5660	3681	20	4494	3782	33	15814	11144	73	0	1.0	-28108.842	-11898.42	-1.03998971437	-1.27119871795	2960	12155	4395	903	3365	1154	8612	262729	421938	8612	185273	219007
CO7_54	CO	693279	9318	8304	675657	26940	5609	3691	18	4556	3719	29	15774	11101	65	0	1.0	-28020.173	-11896.655	-1.04021134499	-1.27687614039	2978	12095	4347	898	3401	1182	8612	262729	421938	8612	185273	219007
CO7_55	CO	693279	9383	8318	675578	27084	5657	3708	18	4557	3725	36	15871	11141	72	0	0.0	-28110.541	-11684.622	-1.03797876819	-1.24542975911	2959	12171	4381	916	3409	1127	8612	262729	421938	8612	185273	219007
CO7_57	CO	693279	9558	7942	675779	27058	5733	3804	21	4343	3569	30	15809	11177	72	0	0.0	-27346.617	-11338.422	-1.01074131431	-1.18639970702	2957	12073	4420	954	3233	1049	8612	262729	421938	8612	185273	219007
CO7_59	CO	693279	9454	8009	675816	26917	5670	3765	19	4387	3589	33	15727	11119	71	0	0.0	-26971.87	-11565.044	-1.00218741872	-1.22355522641	2991	12066	4405	948	3256	1095	8612	262729	421938	8612	185273	219007
CO7_61	CO	693279	9466	8048	675765	26980	5693	3753	20	4414	3605	29	15800	11111	69	0	0.0	-27086.812	-11392.016	-1.00410779953	-1.20372104818	2946	12111	4415	928	3281	1090	8612	262729	421938	8612	185273	219007
CO7_62	CO	693279	9356	8238	675685	26950	5633	3702	21	4488	3714	36	15754	11118	78	0	1.0	-27310.783	-11632.124	-1.01349994434	-1.24341250668	3008	12112	4391	915	3330	1178	8612	262729	421938	8612	185273	219007
CO7_64	CO	693279	9491	8010	675778	26992	5756	3718	17	4374	3603	33	15886	11039	67	0	0.0	-27480.068	-11686.791	-1.01815739163	-1.23148482613	2933	12133	4448	917	3237	1099	8612	262729	421938	8612	185273	219007
CO7_65	CO	693279	9302	8215	675762	26819	5612	3669	21	4501	3686	28	15725	11024	70	0	1.0	-27444.297	-11428.022	-1.02342992989	-1.22868745296	2959	12060	4358	916	3344	1127	8612	262729	421938	8612	185273	219007
CO7_66	CO	693279	9256	8519	675504	27031	5566	3670	20	4680	3810	29	15812	11150	69	0	1.0	-27449.672	-11641.7	-1.01567645971	-1.25801815431	3001	12045	4300	912	3445	1177	8612	262729	421938	8612	185273	219007
CO7_80	CO	693279	9463	8216	675600	27142	5709	3736	18	4505	3681	30	15923	11153	66	0	0.0	-27375.053	-11596.507	-1.0087350947	-1.22571683754	2937	12151	4407	914	3337	1109	8612	262729	421938	8612	185273	219007
CO7_82	CO	693279	9264	8529	675486	27057	5584	3660	20	4678	3827	24	15846	11147	64	0	1.0	-27726.05	-11492.061	-1.02484105862	-1.24064136889	2926	12082	4324	886	3434	1154	8612	262729	421938	8612	185273	219007
CO7_83	CO	693279	9164	8829	675286	27157	5529	3615	20	4909	3895	25	15967	11125	65	0	1.0	-27305.857	-11244.242	-1.00559243574	-1.22713543599	2979	12182	4275	897	3632	1185	8612	262729	421938	8612	185273	219007
CO7_85	CO	693279	9218	8589	675472	27025	5585	3616	17	4620	3940	29	15790	11172	63	0	1.0	-26950.737	-11523.134	-0.997362778477	-1.2502044049	2964	12058	4328	877	3402	1210	8612	262729	421938	8612	185273	219007
CO7_86	CO	693279	9430	8118	675731	26978	5654	3755	21	4427	3663	28	15735	11173	70	0	1.0	-26831.948	-11348.211	-0.99469686747	-1.20354342984	3034	11979	4334	945	3311	1144	8612	262729	421938	8612	185273	219007
CO7_89	CO	693279	9470	8026	675783	26966	5666	3783	21	4426	3567	33	15758	11133	75	0	0.0	-28037.109	-11901.997	-1.03979784157	-1.25694339423	2990	12098	4409	959	3280	1072	8612	262729	421938	8612	185273	219007
CO7_8	CO	693279	9438	8097	675744	26973	5686	3732	20	4400	3665	32	15772	11129	72	0	1.0	-27622.744	-11680.269	-1.02420259548	-1.23770997139	2972	12084	4422	912	3240	1148	8612	262729	421938	8612	185273	219007
