sample	Pop	Count_LinesInFile	Count_HomDer_Calls	Count_Het_Calls	Count_HomAnc_Calls	Total_DerAlleles	Count_HomDerSyn_Calls	Count_HomDerNonSyn_Calls	Count_HomDerLOF_Calls	Count_HetSyn_Calls	Count_HetNonSyn_Calls	Count_HetLOF_Calls	Total_DerAlleles_SYN	Total_DerAlleles_NONSYN	Total_DerAlleles_LOF	Ct_Lines_HomDerNoGERPScore	Ct_Lines_HetNoGERPScore	GERPScore_AllDerAlleles	GERPScore_HomDerSites	av_GERP_Total_DerAlleles	av_GERP_Total_HomDer_Sites	Ct_NONSYNDeralleles_GERPmt4	Ct_SYNDeralleles_GERPlt2	Count_SYN_homder_calls_GERPlt2	Count_NON_homder_calls_GERPmt4	Count_SYN_het_calls_GERPlt2	Count_NON_het_calls_GERPmt4	count_LOF_site_called	count_syn_site_called	count_nonsyn_site_called	count_LOF_site_called	count_synlt2_site_called	count_nonsynmt4_site_called
CR009_39897	CR	693279	9410	8262	675607	27082	5696	3694	20	4501	3734	27	15893	11122	67	0	1.0	-27383.611	-11401.169	-1.01124897522	-1.21173015198	2978	12103	4379	919	3345	1140	8612	262729	421938	8612	185273	219007
CR010_14755	CR	693279	9314	8534	675431	27162	5644	3650	20	4586	3913	35	15874	11213	75	0	1.0	-27283.022	-11502.653	-1.0045665157	-1.23511789971	2968	12096	4353	886	3390	1196	8612	262729	421938	8612	185273	219007
CR010_16396	CR	693279	9430	8325	675524	27185	5649	3762	19	4561	3731	33	15859	11255	71	0	1.0	-27642.059	-11926.523	-1.01692513428	-1.26487676318	3039	12133	4382	935	3369	1169	8612	262729	421938	8612	185273	219007
CR010_16397	CR	693279	9399	8360	675520	27158	5682	3699	18	4498	3828	34	15862	11226	70	0	0.0	-27874.694	-11856.486	-1.02646538518	-1.26159672271	2994	12123	4382	893	3359	1208	8612	262729	421938	8612	185273	219007
CR010_18000	CR	693279	9452	8315	675512	27219	5671	3756	25	4558	3733	24	15900	11245	74	0	0.0	-26188.28	-10812.133	-0.962273746096	-1.1441410582	3048	12125	4357	943	3411	1162	8612	262729	421938	8612	185273	219007
CR010_2279	CR	693279	9406	8357	675516	27169	5648	3742	16	4602	3717	38	15898	11201	70	0	0.0	-26474.558	-10898.721	-0.974583397754	-1.15894523607	3004	12135	4339	934	3457	1136	8612	262729	421938	8612	185273	219007
CR010_37869	CR	693279	9388	8288	675603	27064	5663	3707	18	4510	3741	37	15836	11155	73	0	0.0	-26998.54	-11328.234	-0.997655014411	-1.20680025567	3002	12067	4364	914	3339	1174	8612	262729	421938	8612	185273	219007
CR010_37874	CR	693279	9428	8262	675589	27118	5650	3754	24	4504	3729	29	15804	11237	77	0	1.0	-27135.358	-11503.501	-1.00075080214	-1.22027166649	3027	12055	4355	917	3345	1193	8612	262729	421938	8612	185273	219007
CR010_38804	CR	693279	9241	8795	675243	27277	5594	3624	23	4736	4029	30	15924	11277	76	0	1.0	-26121.11	-11092.606	-0.957729339298	-1.20049848485	3074	12101	4306	886	3489	1302	8612	262729	421938	8612	185273	219007
CR010_38823	CR	693279	9049	8956	675274	27054	5503	3529	17	4875	4046	35	15881	11104	69	0	1.0	-26962.228	-11241.673	-0.996718346826	-1.24244838638	3021	12121	4251	876	3619	1269	8612	262729	421938	8612	185273	219007
CR010_522	CR	693279	9531	8117	675631	27179	5755	3756	20	4370	3715	32	15880	11227	72	0	1.0	-27007.4	-11535.751	-0.993795996467	-1.21046705142	3000	12099	4416	926	3267	1148	8612	262729	421938	8612	185273	219007
CR010_7403	CR	693279	9387	8286	675606	27060	5633	3737	17	4624	3627	35	15890	11101	69	0	0.0	-26891.259	-11118.776	-0.993837645059	-1.18461282762	2980	12135	4349	941	3437	1098	8612	262729	421938	8612	185273	219007
CR012_10061	CR	693279	9394	8333	675552	27121	5661	3713	20	4612	3688	33	15934	11114	73	0	0.0	-27240.28	-11078.887	-1.00454622561	-1.17960892249	2964	12120	4338	920	3444	1124	8612	262729	421938	8612	185273	219007
CR012_10062	CR	693279	9261	8427	675591	26949	5596	3647	18	4633	3759	35	15825	11053	71	0	0.0	-26991.119	-11199.135	-1.0017115977	-1.20954044713	3018	12035	4310	926	3415	1166	8612	262729	421938	8612	185273	219007
CR012_18026	CR	693279	9333	8328	675618	26994	5621	3690	22	4534	3765	29	15776	11145	73	0	1.0	-27086.052	-11522.557	-1.00352161832	-1.23473606944	2981	12020	4347	890	3326	1201	8612	262729	421938	8612	185273	219007
CR012_38049	CR	693279	9212	8639	675428	27063	5566	3626	20	4778	3828	33	15910	11080	73	0	0.0	-27204.39	-11268.167	-1.00537307365	-1.22347090119	2959	12094	4278	891	3538	1177	8612	262729	421938	8612	185273	219007
CR012_38112	CR	693279	9430	8237	675612	27097	5650	3759	21	4479	3730	28	15779	11248	70	0	0.0	-26244.598	-10916.248	-0.968685564537	-1.15785405176	3031	11956	4317	926	3322	1179	8612	262729	421938	8612	185273	219007
CR012_39730	CR	693279	9379	8296	675604	27054	5640	3721	18	4597	3668	31	15877	11110	67	0	0.0	-27483.184	-11508.732	-1.01593908029	-1.22720537428	2946	12095	4337	929	3421	1088	8612	262729	421938	8612	185273	219007
CR012_39739	CR	693279	9418	8259	675602	27095	5661	3734	23	4545	3693	21	15867	11161	67	0	1.0	-27905.654	-11678.146	-1.03003299867	-1.24011319953	2943	12110	4367	930	3376	1083	8612	262729	421938	8612	185273	219007
CR012_39746	CR	693279	9416	8219	675644	27051	5650	3744	22	4517	3679	23	15817	11167	67	0	1.0	-27054.47	-11305.731	-1.00023920438	-1.20082113648	2992	11992	4346	949	3300	1094	8612	262729	421938	8612	185273	219007
CR012_39749	CR	693279	9378	8325	675576	27081	5673	3685	20	4534	3763	28	15880	11133	68	0	1.0	-27669.613	-11851.387	-1.02184847478	-1.26387831929	2916	12115	4377	897	3361	1122	8612	262729	421938	8612	185273	219007
CR012_39771	CR	693279	9340	8436	675503	27116	5639	3681	20	4665	3740	31	15943	11102	71	0	1.0	-27780.625	-11521.26	-1.0246237967	-1.23367169933	2947	12135	4353	924	3429	1099	8612	262729	421938	8612	185273	219007
CR012_39774	CR	693279	9416	8157	675706	26989	5687	3711	18	4494	3636	27	15868	11058	63	0	1.0	-27377.715	-11538.83	-1.01451548951	-1.22557939458	2955	12078	4388	922	3302	1111	8612	262729	421938	8612	185273	219007
CR012_39888	CR	693279	9232	8438	675609	26902	5533	3679	20	4644	3766	28	15710	11124	68	0	0.0	-26696.514	-11169.384	-0.992509257194	-1.21011744312	3005	12003	4266	898	3471	1209	8612	262729	421938	8612	185273	219007
CR014_17240	CR	693279	9307	8347	675625	26961	5611	3676	20	4569	3755	23	15791	11107	63	0	1.0	-27146.715	-11549.959	-1.00700033385	-1.24113034601	3005	12083	4359	918	3365	1169	8612	262729	421938	8612	185273	219007
CR014_3761	CR	693279	9324	8376	675579	27024	5592	3712	20	4604	3741	31	15788	11165	71	0	1.0	-27063.751	-11418.173	-1.00158213982	-1.22473163145	2989	12046	4315	902	3416	1185	8612	262729	421938	8612	185273	219007
CR014_4185	CR	693279	9376	8321	675582	27073	5630	3726	20	4593	3701	27	15853	11153	67	0	1.0	-26898.073	-11302.74	-0.993648799409	-1.2056256	2989	12035	4328	931	3379	1127	8612	262729	421938	8612	185273	219007
CR014_9576	CR	693279	9285	8477	675517	27047	5584	3682	19	4652	3802	23	15820	11166	61	0	1.0	-26965.588	-11294.147	-0.997100576838	-1.21651734166	2984	12099	4318	898	3463	1188	8612	262729	421938	8612	185273	219007
CR014_9578	CR	693279	9189	8574	675516	26952	5554	3616	19	4666	3880	28	15774	11112	66	0	0.0	-27282.677	-10924.943	-1.01234423006	-1.18904473226	2965	12064	4265	884	3534	1197	8612	262729	421938	8612	185273	219007
CR016_18914	CR	693279	9333	8336	675610	27002	5589	3721	23	4564	3741	31	15742	11183	77	0	1.0	-26511.693	-11051.388	-0.982023669297	-1.18437337906	2969	11970	4290	919	3390	1131	8612	262729	421938	8612	185273	219007
CR016_39877	CR	693279	9371	8187	675721	26929	5632	3717	22	4492	3665	30	15756	11099	74	0	2.0	-26149.11	-11075.646	-0.971183286908	-1.18203265742	2974	11977	4333	919	3311	1136	8612	262729	421938	8612	185273	219007
CR016_39879	CR	693279	9390	8267	675622	27047	5590	3779	21	4601	3636	30	15781	11194	72	0	2.0	-27304.546	-11318.208	-1.00967148615	-1.20547534349	2983	12031	4312	931	3407	1121	8612	262729	421938	8612	185273	219007
CR016_39883	CR	693279	9366	8298	675615	27030	5664	3680	22	4505	3765	28	15833	11125	72	0	0.0	-26782.17	-11390.183	-0.990977947162	-1.21638007262	3022	12082	4366	936	3350	1150	8612	262729	421938	8612	185273	219007
CR016_39884	CR	693279	9274	8515	675490	27063	5604	3650	20	4650	3842	23	15858	11142	63	0	1.0	-27583.825	-11271.826	-1.01935790835	-1.21555332686	2996	12105	4325	913	3455	1170	8612	262729	421938	8612	185273	219007
CR016_39885	CR	693279	9237	8635	675407	27109	5578	3640	19	4700	3900	35	15856	11180	73	0	1.0	-27369.347	-11466.451	-1.00971545045	-1.2414953443	3023	12113	4319	923	3475	1177	8612	262729	421938	8612	185273	219007
CR016_39889	CR	693279	9412	8432	675435	27256	5686	3710	16	4624	3772	36	15996	11192	68	0	2.0	-28097.561	-11644.044	-1.03102748422	-1.23728020402	2982	12246	4404	913	3438	1156	8612	262729	421938	8612	185273	219007
CR016_39890	CR	693279	9471	8235	675573	27177	5705	3744	22	4508	3698	29	15918	11186	73	0	2.0	-27996.216	-11487.952	-1.03037120459	-1.21321702397	2962	12172	4405	926	3362	1110	8612	262729	421938	8612	185273	219007
CR201_10031	CR	693279	9120	8924	675235	27164	5482	3615	23	4932	3965	27	15896	11195	73	0	1.0	-27030.067	-11236.214	-0.995179374839	-1.2321761158	2973	12131	4235	878	3661	1217	8612	262729	421938	8612	185273	219007
CR201_10032	CR	693279	9068	9094	675117	27230	5496	3553	19	5010	4055	29	16002	11161	67	0	1.0	-27079.293	-11121.788	-0.994574980718	-1.22662269769	3005	12173	4234	860	3705	1285	8612	262729	421938	8612	185273	219007
CR201_10038	CR	693279	9257	8534	675488	27048	5558	3677	22	4721	3774	39	15837	11128	83	0	1.0	-26564.93	-11195.661	-0.982249214273	-1.20955715212	2979	12085	4281	911	3523	1157	8612	262729	421938	8612	185273	219007
CR201_10046	CR	693279	9394	8372	675513	27160	5661	3712	21	4559	3785	28	15881	11209	70	0	0.0	-27137.057	-11582.187	-0.999228846012	-1.23306579368	2962	12129	4374	901	3381	1160	8612	262729	421938	8612	185273	219007
CR201_10148	CR	693279	9389	8242	675648	27020	5639	3728	22	4488	3729	25	15766	11185	69	0	1.0	-26251.811	-11130.534	-0.971677499352	-1.1856129101	3009	12014	4350	947	3314	1115	8612	262729	421938	8612	185273	219007
CR201_10200	CR	693279	9411	8262	675606	27084	5683	3710	18	4505	3725	32	15871	11145	68	0	2.0	-27106.152	-11389.349	-1.00096573117	-1.21034527099	2997	12087	4374	916	3339	1165	8612	262729	421938	8612	185273	219007
CR201_10201	CR	693279	9372	8281	675626	27025	5659	3693	20	4522	3734	25	15840	11120	65	0	1.0	-27161.542	-11312.791	-1.00516401451	-1.20721278412	3010	12089	4353	924	3383	1162	8612	262729	421938	8612	185273	219007
CR201_10205	CR	693279	9375	8421	675483	27171	5684	3674	17	4583	3810	28	15951	11158	62	0	1.0	-26483.192	-11123.215	-0.974793580683	-1.18660283764	2980	12151	4369	903	3413	1174	8612	262729	421938	8612	185273	219007
CR201_10206	CR	693279	9309	8492	675478	27110	5612	3678	19	4620	3847	25	15844	11203	63	0	0.0	-26875.913	-11246.217	-0.991438431459	-1.2082313064	3027	12018	4292	909	3434	1209	8612	262729	421938	8612	185273	219007
CR201_10212	CR	693279	9465	8176	675638	27106	5742	3700	23	4459	3694	23	15943	11094	69	0	1.0	-26881.914	-11173.75	-0.991842748035	-1.18065828402	2943	12140	4422	917	3296	1109	8612	262729	421938	8612	185273	219007
CR201_104	CR	693279	9316	8560	675403	27192	5625	3672	19	4619	3909	32	15869	11253	70	0	0.0	-27488.497	-11329.216	-1.01097819051	-1.21623360172	2975	12092	4305	902	3482	1171	8612	262729	421938	8612	185273	219007
CR201_107	CR	693279	9697	7846	675736	27240	5829	3845	23	4287	3534	25	15945	11224	71	0	1.0	-27402.283	-11840.345	-1.00606832617	-1.22115769389	2954	12195	4518	942	3159	1070	8612	262729	421938	8612	185273	219007
CR201_1129	CR	693279	9378	8335	675566	27091	5608	3752	18	4587	3724	24	15803	11228	60	0	0.0	-26358.354	-11239.994	-0.973027944922	-1.19867697558	3051	12042	4331	943	3380	1165	8612	262729	421938	8612	185273	219007
CR201_1199	CR	693279	9279	8557	675443	27115	5617	3642	20	4656	3878	23	15890	11162	63	0	1.0	-27551.368	-11639.784	-1.01620566539	-1.25455744773	2976	12138	4342	888	3454	1200	8612	262729	421938	8612	185273	219007
CR201_1200	CR	693279	9366	8460	675453	27192	5634	3712	20	4580	3859	21	15848	11283	61	0	1.0	-27045.316	-11255.903	-0.994715362831	-1.20191169247	3048	12093	4343	919	3407	1210	8612	262729	421938	8612	185273	219007
CR201_1202	CR	693279	9313	8433	675533	27059	5604	3688	21	4629	3784	20	15837	11160	62	0	1.0	-27134.025	-11473.092	-1.00288383353	-1.23207603093	2985	12094	4327	895	3440	1195	8612	262729	421938	8612	185273	219007
CR201_1205	CR	693279	9250	8540	675489	27040	5599	3631	20	4637	3875	28	15835	11137	68	0	1.0	-27405.564	-11681.474	-1.01363183785	-1.26299859444	2959	12108	4323	881	3462	1197	8612	262729	421938	8612	185273	219007
CR201_1206	CR	693279	9352	8336	675591	27040	5601	3731	20	4569	3731	36	15771	11193	76	0	1.0	-27085.056	-11295.031	-1.00177741613	-1.2078955192	3011	12082	4333	931	3416	1149	8612	262729	421938	8612	185273	219007
CR201_1207	CR	693279	9384	8295	675600	27063	5629	3734	21	4496	3763	36	15754	11231	78	0	0.0	-27144.483	-11684.955	-1.00308499316	-1.24533251625	2985	12044	4355	911	3334	1163	8612	262729	421938	8612	185273	219007
CR201_1216	CR	693279	9343	8312	675624	26998	5655	3667	21	4581	3696	35	15891	11030	77	0	0.0	-27258.51	-11283.099	-1.00972403319	-1.20778195247	2963	12141	4373	916	3395	1131	8612	262729	421938	8612	185273	219007
CR201_1222	CR	693279	9356	8302	675621	27014	5657	3674	25	4549	3722	31	15863	11070	81	0	1.0	-27463.657	-11588.272	-1.01675824664	-1.23872495991	2927	12091	4365	892	3361	1143	8612	262729	421938	8612	185273	219007
CR201_1264	CR	693279	9481	8286	675512	27248	5629	3830	22	4619	3638	29	15877	11298	73	0	1.0	-26650.902	-11261.616	-0.978194237475	-1.18793417722	3004	12082	4341	935	3400	1134	8612	262729	421938	8612	185273	219007
CR201_1778	CR	693279	9403	8282	675594	27088	5679	3704	20	4530	3722	30	15888	11130	70	0	0.0	-26894.181	-11164.469	-0.992918149598	-1.1874568177	2981	12118	4375	927	3368	1127	8612	262729	421938	8612	185273	219007
CR201_1781	CR	693279	9232	8518	675529	26982	5560	3655	17	4666	3822	30	15786	11132	64	0	0.0	-26866.687	-11168.169	-0.995800111193	-1.20985472863	3011	11997	4279	906	3439	1199	8612	262729	421938	8612	185273	219007
CR201_1828	CR	693279	9464	8286	675529	27214	5691	3755	18	4513	3748	25	15895	11258	61	0	0.0	-26327.454	-11086.054	-0.967565380375	-1.17163961108	3058	12117	4377	960	3363	1138	8612	262729	421938	8612	185273	219007
CR201_1830	CR	693279	9468	8117	675694	27053	5720	3727	21	4389	3698	30	15829	11152	72	0	1.0	-26990.934	-11454.4	-0.997816414048	-1.20992922784	2946	12091	4411	923	3269	1100	8612	262729	421938	8612	185273	219007
CR201_1831	CR	693279	9376	8291	675612	27043	5711	3645	20	4458	3800	33	15880	11090	73	0	0.0	-27016.646	-11578.471	-0.999173268242	-1.23516865799	2997	12136	4434	908	3268	1181	8612	262729	421938	8612	185273	219007
CR201_2067	CR	693279	9487	8140	675652	27114	5697	3769	21	4488	3616	36	15882	11154	78	0	1.0	-27987.281	-11609.784	-1.03232197263	-1.22388614801	2941	12131	4406	937	3319	1067	8612	262729	421938	8612	185273	219007
CR201_2185	CR	693279	9463	8235	675581	27161	5703	3742	18	4476	3725	34	15882	11209	70	0	1.0	-27246.496	-11567.559	-1.00325856101	-1.22252790108	3034	12090	4385	952	3320	1130	8612	262729	421938	8612	185273	219007
CR201_2187	CR	693279	9590	8064	675625	27244	5771	3801	18	4367	3669	28	15909	11271	64	0	1.0	-26512.639	-11490.244	-0.973262325172	-1.19827343831	3071	12147	4452	954	3243	1163	8612	262729	421938	8612	185273	219007
CR201_2188	CR	693279	9301	8623	675355	27225	5621	3661	19	4707	3886	30	15949	11208	68	0	0.0	-27506.764	-11485.078	-1.0104979244	-1.23508742876	3001	12164	4348	919	3468	1163	8612	262729	421938	8612	185273	219007
CR201_2189	CR	693279	9451	8304	675524	27206	5723	3708	20	4486	3790	28	15932	11206	68	0	1.0	-26966.18	-11302.353	-0.991294342536	-1.19601619048	3059	12168	4427	942	3314	1175	8612	262729	421938	8612	185273	219007
CR201_2196	CR	693279	9366	8275	675638	27007	5646	3703	17	4525	3727	23	15817	11133	57	0	0.0	-26881.455	-11541.752	-0.995425106462	-1.23243481046	2983	12062	4371	907	3320	1169	8612	262729	421938	8612	185273	219007
CR201_2228	CR	693279	9291	8536	675452	27118	5563	3713	15	4659	3837	40	15785	11263	70	0	1.0	-27205.024	-11198.667	-1.0033940914	-1.20558370115	2955	12070	4304	890	3462	1175	8612	262729	421938	8612	185273	219007
CR201_2229	CR	693279	9323	8489	675467	27135	5615	3690	18	4694	3771	24	15924	11151	60	0	1.0	-27212.354	-11311.686	-1.00296159516	-1.21343981978	2980	12143	4328	911	3487	1158	8612	262729	421938	8612	185273	219007
CR201_2259	CR	693279	9475	8207	675597	27157	5663	3790	22	4535	3642	30	15861	11222	74	0	0.0	-26616.478	-11105.579	-0.980168587737	-1.17221648723	2978	12075	4333	923	3409	1132	8612	262729	421938	8612	185273	219007
CR201_2381	CR	693279	9390	8277	675612	27057	5676	3696	18	4520	3724	33	15872	11116	69	0	0.0	-27155.071	-11555.994	-1.00377300115	-1.23093246698	2959	12097	4374	899	3349	1161	8612	262729	421938	8612	185273	219007
CR201_2421	CR	693279	9413	8201	675665	27027	5648	3746	19	4530	3643	28	15826	11135	66	0	0.0	-27093.875	-11496.834	-1.00254856614	-1.2215080748	2944	12123	4380	918	3363	1108	8612	262729	421938	8612	185273	219007
CR201_2427	CR	693279	9496	8050	675733	27042	5705	3771	20	4369	3651	30	15779	11193	70	0	2.0	-26557.878	-11218.636	-0.982242695466	-1.18153091101	2999	11977	4367	924	3243	1151	8612	262729	421938	8612	185273	219007
CR201_271	CR	693279	9178	8699	675402	27055	5504	3654	20	4825	3851	23	15833	11159	63	0	0.0	-27340.755	-11484.387	-1.01071143396	-1.25156789451	3055	12104	4260	921	3584	1213	8612	262729	421938	8612	185273	219007
CR201_272	CR	693279	9521	8004	675754	27046	5706	3793	22	4368	3610	26	15780	11196	70	0	0.0	-26385.667	-11659.145	-0.975729125065	-1.22482876353	3002	11967	4401	934	3165	1134	8612	262729	421938	8612	185273	219007
CR201_2895	CR	693279	9405	8286	675588	27096	5638	3747	20	4563	3702	21	15839	11196	61	0	2.0	-26330.691	-10876.842	-0.971899121512	-1.15661867291	2983	12050	4334	927	3382	1129	8612	262729	421938	8612	185273	219007
CR201_3010	CR	693279	9566	8038	675675	27170	5753	3790	23	4331	3681	26	15837	11261	72	0	0.0	-26068.941	-11148.054	-0.959616469116	-1.16562672522	3023	12057	4419	950	3219	1123	8612	262729	421938	8612	185273	219007
CR201_3011	CR	693279	9466	8056	675757	26988	5703	3743	20	4495	3537	24	15901	11023	64	0	0.0	-27976.562	-11762.365	-1.0367833531	-1.24285344463	2941	12129	4420	930	3289	1081	8612	262729	421938	8612	185273	219007
CR201_3108	CR	693279	9426	8244	675609	27096	5674	3732	20	4550	3667	27	15898	11131	67	0	0.0	-27735.683	-11100.871	-1.02368358308	-1.17781124668	2999	12142	4367	935	3408	1129	8612	262729	421938	8612	185273	219007
CR201_3198	CR	693279	9294	8442	675543	27030	5573	3697	24	4685	3728	29	15831	11122	77	0	1.0	-27339.157	-11275.898	-1.01154982055	-1.21337544388	2916	12051	4291	883	3469	1150	8612	262729	421938	8612	185273	219007
CR201_3293	CR	693279	9625	7989	675665	27239	5851	3757	17	4256	3707	26	15958	11221	60	0	1.0	-26357.91	-11330.658	-0.967759950066	-1.17733354115	3000	12152	4483	933	3186	1134	8612	262729	421938	8612	185273	219007
CR201_3305	CR	693279	9442	8122	675715	27006	5719	3703	20	4412	3686	24	15850	11092	64	0	2.0	-27082.448	-11501.614	-1.00297933486	-1.21826226035	2978	12042	4393	932	3256	1114	8612	262729	421938	8612	185273	219007
CR201_3306	CR	693279	9400	8324	675555	27124	5652	3730	18	4597	3700	27	15901	11160	63	0	1.0	-27196.607	-11317.102	-1.00278776594	-1.20407511437	2971	12089	4343	901	3403	1169	8612	262729	421938	8612	185273	219007
CR201_3350	CR	693279	9451	8262	675566	27164	5672	3760	19	4486	3746	30	15830	11266	68	0	0.0	-27137.028	-11227.328	-0.999154197349	-1.18820277278	3022	12063	4350	920	3363	1182	8612	262729	421938	8612	185273	219007
CR201_3351	CR	693279	9431	8307	675541	27169	5693	3719	19	4567	3712	28	15953	11150	66	0	1.0	-27605.551	-11513.714	-1.01618018847	-1.22096648993	2966	12155	4384	903	3387	1160	8612	262729	421938	8612	185273	219007
CR201_3396	CR	693279	9267	8364	675648	26898	5593	3657	17	4566	3765	33	15752	11079	67	0	1.0	-27041.696	-11456.227	-1.00545439673	-1.23637243687	2953	12030	4328	887	3374	1179	8612	262729	421938	8612	185273	219007
CR201_3791	CR	693279	9576	8002	675701	27154	5772	3779	25	4390	3586	26	15934	11144	76	0	0.0	-27620.499	-11559.553	-1.01732961326	-1.20739011907	3008	12175	4461	944	3253	1120	8612	262729	421938	8612	185273	219007
CR201_3815	CR	693279	9500	8127	675652	27127	5750	3733	17	4462	3632	33	15962	11098	67	0	1.0	-28098.969	-11702.054	-1.03594488276	-1.23192483419	2950	12182	4428	931	3326	1088	8612	262729	421938	8612	185273	219007
CR201_43	CR	693279	9678	7740	675861	27096	5837	3822	19	4204	3504	32	15878	11148	70	0	1.0	-27210.225	-11588.443	-1.00432676337	-1.19752433605	3002	12151	4507	954	3137	1094	8612	262729	421938	8612	185273	219007
CR201_44	CR	693279	9483	8024	675772	26990	5689	3775	19	4381	3614	29	15759	11164	67	0	0.0	-26400.465	-11149.52	-0.978229768786	-1.17586163257	2989	12019	4363	933	3293	1123	8612	262729	421938	8612	185273	219007
CR201_45	CR	693279	9689	7579	676011	26957	5779	3890	20	4195	3356	28	15753	11136	68	0	0.0	-26762.378	-11234.835	-0.992853941755	-1.15966504955	2967	12019	4439	948	3141	1071	8612	262729	421938	8612	185273	219007
CR201_4907	CR	693279	9275	8616	675388	27166	5562	3696	17	4708	3877	31	15832	11269	65	0	1.0	-26342.335	-11206.445	-0.969787394618	-1.20837233125	3036	12078	4302	931	3474	1174	8612	262729	421938	8612	185273	219007
CR201_4908	CR	693279	9484	8200	675595	27168	5677	3789	18	4551	3628	21	15905	11206	57	0	0.0	-27426.937	-11467.444	-1.00960527866	-1.2092633133	2993	12145	4358	937	3429	1119	8612	262729	421938	8612	185273	219007
CR201_5020	CR	693279	9343	8351	675585	27037	5627	3696	20	4605	3726	20	15859	11118	60	0	0.0	-27275.154	-11247.74	-1.00888307749	-1.20399700278	2975	12132	4359	911	3414	1153	8612	262729	421938	8612	185273	219007
CR201_5023	CR	693279	9512	8062	675705	27086	5721	3768	23	4451	3589	22	15893	11125	68	0	0.0	-27304.69	-11563.956	-1.00814835327	-1.21585069919	2977	12130	4425	929	3280	1119	8612	262729	421938	8612	185273	219007
CR201_5055	CR	693279	9385	8247	675647	27017	5637	3726	22	4498	3725	24	15772	11177	68	0	1.0	-27693.88	-11544.919	-1.02516769083	-1.23027696078	2964	12035	4348	922	3339	1120	8612	262729	421938	8612	185273	219007
CR201_5060	CR	693279	9460	8225	675594	27145	5692	3750	18	4478	3714	33	15862	11214	69	0	0.0	-27590.848	-11518.422	-1.01657448141	-1.21784965109	2986	12090	4364	931	3362	1124	8612	262729	421938	8612	185273	219007
CR201_5066	CR	693279	9484	8261	675534	27229	5713	3749	22	4458	3772	31	15884	11270	75	0	1.0	-26181.715	-11119.335	-0.961643833101	-1.17255457134	3032	12068	4372	937	3324	1158	8612	262729	421938	8612	185273	219007
CR201_5074	CR	693279	9376	8458	675445	27210	5649	3708	19	4618	3807	33	15916	11223	71	0	1.0	-26303.033	-11259.728	-0.966774469806	-1.20103765333	3048	12100	4321	928	3458	1192	8612	262729	421938	8612	185273	219007
CR201_51	CR	693279	9718	7732	675829	27168	5823	3872	23	4293	3416	23	15939	11160	69	0	1.0	-27597.47	-11707.745	-1.0159201178	-1.2048723886	2944	12152	4486	947	3180	1050	8612	262729	421938	8612	185273	219007
CR201_5212	CR	693279	9347	8382	675550	27076	5612	3716	19	4597	3753	32	15821	11185	70	0	2.0	-27379.646	-11432.946	-1.01136399232	-1.22329830944	3003	12037	4317	932	3403	1139	8612	262729	421938	8612	185273	219007
CR201_5246	CR	693279	9165	8784	675330	27114	5486	3659	20	4821	3929	34	15793	11247	74	0	1.0	-26875.879	-11318.004	-0.991327468555	-1.23505063291	3002	12030	4230	884	3570	1234	8612	262729	421938	8612	185273	219007
CR201_5257	CR	693279	9323	8479	675477	27125	5613	3692	18	4695	3754	30	15921	11138	66	0	0.0	-27574.034	-11342.386	-1.01662920768	-1.21673310448	3024	12145	4328	927	3489	1170	8612	262729	421938	8612	185273	219007
CR201_5263	CR	693279	9456	8239	675584	27151	5717	3716	23	4516	3705	18	15950	11137	64	0	0.0	-26899.289	-11151.7	-0.990802202659	-1.17945002644	3025	12128	4381	930	3366	1165	8612	262729	421938	8612	185273	219007
CR201_5288	CR	693279	9467	8074	675738	27008	5752	3693	22	4349	3692	33	15853	11078	77	0	1.0	-27065.825	-11411.416	-1.00225236067	-1.20551616311	2950	12108	4448	931	3212	1088	8612	262729	421938	8612	185273	219007
CR201_536	CR	693279	9361	8252	675666	26974	5653	3689	19	4536	3691	25	15842	11069	63	0	0.0	-26842.671	-11505.943	-0.995205064511	-1.22926741453	2953	12072	4354	901	3364	1151	8612	262729	421938	8612	185273	219007
CR201_53	CR	693279	9538	8099	675642	27175	5721	3795	22	4460	3608	31	15902	11198	75	0	1.0	-28010.251	-11772.203	-1.0309256901	-1.23450115352	3001	12185	4428	936	3329	1129	8612	262729	421938	8612	185273	219007
CR201_5515	CR	693279	9326	8365	675588	27017	5625	3685	16	4647	3681	37	15897	11051	69	0	0.0	-27329.191	-11278.378	-1.01163024246	-1.20947753351	2906	12093	4311	876	3471	1154	8612	262729	421938	8612	185273	219007
CR201_5516	CR	693279	9345	8394	675540	27084	5619	3701	25	4623	3747	24	15861	11149	74	0	1.0	-27180.54	-11412.511	-1.00367563975	-1.22137318065	2958	12058	4319	905	3420	1148	8612	262729	421938	8612	185273	219007
CR201_55	CR	693279	9484	8096	675699	27064	5670	3795	19	4417	3643	36	15757	11233	74	0	0.0	-26658.559	-11326.375	-0.985091973986	-1.19438732469	3007	12006	4365	938	3276	1131	8612	262729	421938	8612	185273	219007
CR201_5628	CR	693279	9398	8177	675704	26973	5653	3728	17	4492	3653	32	15798	11109	66	0	1.0	-27302.391	-11495.831	-1.01232447164	-1.22335117591	2950	12099	4387	907	3325	1136	8612	262729	421938	8612	185273	219007
